ms,phase,tempC,humPct,pressHpa,gasKOhms,deltaGasKOhms,gasDropPct,deltaHumPct
1627891,fresh_oranges,24.45,30.52,1002.24,30.21,-1.99,6.18,4.03
1630260,fresh_oranges,24.43,30.68,1002.24,29.93,-2.27,7.04,4.19
1632629,fresh_oranges,24.42,30.80,1002.24,29.95,-2.24,6.97,4.31
1634998,fresh_oranges,24.41,30.87,1002.24,29.89,-2.31,7.17,4.38
1637367,fresh_oranges,24.40,30.92,1002.24,29.93,-2.27,7.04,4.42
1639736,fresh_oranges,24.39,30.93,1002.25,30.00,-2.20,6.84,4.43
1642105,fresh_oranges,24.38,30.95,1002.24,29.95,-2.24,6.97,4.46
1644474,fresh_oranges,24.37,30.98,1002.24,29.87,-2.33,7.23,4.49
1646843,fresh_oranges,24.36,31.05,1002.23,29.87,-2.33,7.23,4.56
1649212,fresh_oranges,24.35,31.09,1002.23,29.83,-2.37,7.36,4.60
1651581,fresh_oranges,24.34,31.10,1002.23,29.83,-2.37,7.36,4.61
1653950,fresh_oranges,24.33,31.14,1002.23,29.66,-2.54,7.88,4.65
1656319,fresh_oranges,24.32,31.19,1002.23,29.66,-2.54,7.88,4.70
1658688,fresh_oranges,24.32,31.25,1002.23,29.62,-2.58,8.00,4.76
1661057,fresh_oranges,24.31,31.30,1002.23,29.58,-2.62,8.13,4.81
1663426,fresh_oranges,24.29,31.30,1002.23,29.64,-2.56,7.94,4.81
1665795,fresh_oranges,24.28,31.28,1002.23,29.70,-2.49,7.75,4.79
1668164,fresh_oranges,24.27,31.24,1002.23,29.73,-2.47,7.68,4.75
1670533,fresh_oranges,24.26,31.24,1002.23,29.66,-2.54,7.88,4.74
1672902,fresh_oranges,24.25,31.17,1002.24,29.87,-2.33,7.23,4.67
1675271,fresh_oranges,24.24,31.13,1002.24,29.89,-2.31,7.17,4.64
1677640,fresh_oranges,24.24,31.14,1002.25,30.00,-2.20,6.84,4.64
1680009,fresh_oranges,24.23,31.09,1002.25,30.08,-2.12,6.58,4.59
1682378,fresh_oranges,24.22,31.12,1002.25,29.89,-2.31,7.17,4.63
1684747,fresh_oranges,24.21,31.25,1002.26,29.73,-2.47,7.68,4.76
1687116,fresh_oranges,24.20,31.37,1002.27,29.68,-2.52,7.81,4.88
1689485,fresh_oranges,24.20,31.46,1002.26,29.62,-2.58,8.00,4.97
1691854,fresh_oranges,24.19,31.55,1002.26,29.42,-2.78,8.64,5.05
1694223,fresh_oranges,24.18,31.62,1002.27,29.36,-2.84,8.83,5.13
1696592,fresh_oranges,24.18,31.71,1002.27,29.24,-2.96,9.20,5.22
1698961,fresh_oranges,24.17,31.82,1002.26,29.22,-2.98,9.26,5.33
1701330,fresh_oranges,24.16,31.91,1002.25,29.28,-2.92,9.08,5.42
1703699,fresh_oranges,24.16,31.97,1002.25,29.10,-3.10,9.63,5.48
1706068,fresh_oranges,24.15,32.00,1002.25,29.12,-3.08,9.57,5.50
1708437,fresh_oranges,24.15,31.95,1002.25,29.42,-2.78,8.64,5.45
1710806,fresh_oranges,24.14,31.79,1002.26,29.52,-2.68,8.32,5.30
1713175,fresh_oranges,24.13,31.75,1002.25,29.50,-2.70,8.39,5.26
1715544,fresh_oranges,24.13,31.71,1002.25,29.60,-2.60,8.07,5.22
1717913,fresh_oranges,24.12,31.57,1002.25,30.10,-2.10,6.51,5.08
1720282,fresh_oranges,24.12,31.29,1002.26,30.86,-1.33,4.14,4.80
1722651,fresh_oranges,24.12,30.97,1002.26,31.14,-1.06,3.31,4.48
1725020,fresh_oranges,24.12,30.72,1002.26,31.46,-0.74,2.31,4.23
1727389,fresh_oranges,24.11,30.58,1002.27,31.57,-0.63,1.95,4.09
1729758,fresh_oranges,24.11,30.52,1002.28,31.53,-0.67,2.09,4.03
1732127,fresh_oranges,24.11,30.53,1002.27,31.50,-0.70,2.16,4.04
1734496,fresh_oranges,24.10,30.60,1002.28,31.32,-0.88,2.74,4.11
1736865,fresh_oranges,24.10,30.66,1002.27,31.32,-0.88,2.74,4.17
1739234,fresh_oranges,24.10,30.67,1002.28,31.41,-0.79,2.45,4.18
1741603,fresh_oranges,24.10,30.68,1002.28,31.41,-0.79,2.45,4.19
1743972,fresh_oranges,24.10,30.70,1002.28,31.34,-0.86,2.67,4.21
1746341,fresh_oranges,24.10,30.73,1002.28,31.34,-0.86,2.67,4.24
1748710,fresh_oranges,24.09,30.74,1002.27,31.32,-0.88,2.74,4.25
1751079,fresh_oranges,24.09,30.77,1002.27,31.18,-1.02,3.16,4.27
1753448,fresh_oranges,24.09,30.85,1002.27,31.09,-1.11,3.45,4.36
1755817,fresh_oranges,24.09,30.93,1002.26,30.95,-1.24,3.86,4.44
1758186,fresh_oranges,24.08,31.03,1002.26,30.95,-1.24,3.86,4.53
1760555,fresh_oranges,24.08,31.11,1002.26,30.91,-1.29,4.00,4.61
1762924,fresh_oranges,24.08,31.16,1002.26,30.84,-1.36,4.21,4.67
1765293,fresh_oranges,24.08,31.16,1002.27,30.91,-1.29,4.00,4.66
1767662,fresh_oranges,24.07,31.16,1002.27,30.95,-1.24,3.86,4.67
1770031,fresh_oranges,24.07,31.17,1002.28,30.78,-1.42,4.42,4.68
1772400,fresh_oranges,24.06,31.24,1002.27,30.73,-1.47,4.56,4.74
1774769,fresh_oranges,24.06,31.33,1002.28,30.67,-1.53,4.76,4.84
1777138,fresh_oranges,24.06,31.43,1002.28,30.45,-1.75,5.44,4.94
1779507,fresh_oranges,24.06,31.56,1002.28,30.15,-2.05,6.38,5.07
1781876,fresh_oranges,24.05,31.65,1002.28,30.30,-1.90,5.91,5.16
1784245,fresh_oranges,24.04,31.75,1002.27,30.15,-2.05,6.38,5.26
1786614,fresh_oranges,24.04,31.78,1002.27,30.25,-1.95,6.05,5.29
1788983,fresh_oranges,24.04,31.72,1002.27,30.30,-1.90,5.91,5.23
1791352,fresh_oranges,24.03,31.67,1002.27,30.36,-1.84,5.71,5.18
1793721,fresh_oranges,24.03,31.65,1002.27,30.21,-1.99,6.18,5.15
1796090,fresh_oranges,24.02,31.66,1002.26,30.30,-1.90,5.91,5.16
1798459,fresh_oranges,24.02,31.69,1002.26,30.21,-1.99,6.18,5.20
1800828,fresh_oranges,24.01,31.78,1002.25,30.06,-2.14,6.64,5.29
1803197,fresh_oranges,24.01,31.85,1002.25,30.02,-2.18,6.77,5.35
1805566,fresh_oranges,24.01,31.88,1002.26,30.02,-2.18,6.77,5.39
1807935,fresh_oranges,24.00,31.91,1002.27,30.04,-2.16,6.71,5.42
1810304,fresh_oranges,24.00,31.94,1002.27,30.06,-2.14,6.64,5.45
1812673,fresh_oranges,23.99,31.87,1002.27,30.34,-1.86,5.78,5.37
1815042,fresh_oranges,23.99,31.76,1002.27,30.45,-1.75,5.44,5.27
1817411,fresh_oranges,23.99,31.74,1002.27,30.32,-1.88,5.85,5.25
1819780,fresh_oranges,23.98,31.81,1002.26,30.21,-1.99,6.18,5.31
1822149,fresh_oranges,23.98,31.87,1002.26,30.06,-2.14,6.64,5.38
1824518,fresh_oranges,23.98,31.90,1002.26,30.23,-1.97,6.11,5.41
1826887,fresh_oranges,23.98,31.83,1002.26,30.38,-1.82,5.64,5.34
1829256,fresh_oranges,23.97,31.75,1002.26,30.38,-1.82,5.64,5.25
1831625,fresh_oranges,23.97,31.71,1002.26,30.38,-1.82,5.64,5.21
1833994,fresh_oranges,23.96,31.70,1002.26,30.38,-1.82,5.64,5.20
1836363,fresh_oranges,23.96,31.76,1002.27,30.17,-2.03,6.31,5.26
1838732,fresh_oranges,23.96,31.84,1002.26,30.25,-1.95,6.05,5.35
1841101,fresh_oranges,23.96,31.79,1002.26,30.53,-1.67,5.17,5.30
1843470,fresh_oranges,23.96,31.59,1002.26,31.23,-0.97,3.02,5.09
1845839,fresh_oranges,23.95,31.29,1002.26,31.50,-0.70,2.16,4.80
1848208,fresh_oranges,23.95,31.10,1002.26,31.71,-0.49,1.51,4.61
1850577,fresh_oranges,23.95,30.86,1002.27,32.36,0.16,-0.51,4.37
1852946,fresh_oranges,23.95,30.66,1002.27,32.41,0.21,-0.66,4.17
1855315,fresh_oranges,23.95,30.58,1002.27,32.64,0.44,-1.36,4.09
1857684,fresh_oranges,23.95,30.56,1002.28,32.46,0.26,-0.82,4.07
1860053,fresh_oranges,23.95,30.64,1002.28,32.00,-0.20,0.62,4.15
1862422,fresh_oranges,23.95,30.76,1002.28,31.86,-0.34,1.07,4.27
1864791,fresh_oranges,23.95,30.82,1002.28,32.19,-0.01,0.02,4.33
1867160,fresh_oranges,23.96,30.71,1002.28,32.41,0.21,-0.66,4.21
1869529,fresh_oranges,23.96,30.59,1002.28,32.34,0.14,-0.43,4.10
1871898,fresh_oranges,23.96,30.61,1002.29,32.24,0.04,-0.13,4.12
1874267,fresh_oranges,23.97,30.64,1002.29,32.22,0.02,-0.05,4.15
1876636,fresh_oranges,23.97,30.70,1002.29,32.02,-0.18,0.54,4.20
1879005,fresh_oranges,23.98,30.74,1002.29,32.12,-0.08,0.25,4.25
1881374,fresh_oranges,23.98,30.78,1002.29,31.98,-0.22,0.69,4.28
1883743,fresh_oranges,23.98,30.82,1002.29,31.76,-0.44,1.36,4.33
1886112,fresh_oranges,23.99,30.89,1002.28,31.81,-0.39,1.21,4.40
1888481,fresh_oranges,23.99,31.02,1002.28,31.57,-0.63,1.95,4.53
1890850,fresh_oranges,23.99,31.17,1002.28,31.25,-0.95,2.95,4.68
1893219,fresh_oranges,23.99,31.33,1002.28,31.14,-1.06,3.31,4.83
1895588,fresh_oranges,23.99,31.44,1002.29,31.09,-1.11,3.45,4.94
1897957,fresh_oranges,24.00,31.47,1002.29,31.09,-1.11,3.45,4.98
1900326,fresh_oranges,24.00,31.50,1002.29,31.00,-1.20,3.72,5.01
1902695,fresh_oranges,24.00,31.49,1002.29,31.09,-1.11,3.45,4.99
1905064,fresh_oranges,24.00,31.49,1002.28,30.95,-1.24,3.86,5.00
1907433,fresh_oranges,24.00,31.50,1002.28,31.11,-1.09,3.37,5.01
1909802,fresh_oranges,24.00,31.33,1002.28,31.43,-0.77,2.38,4.84
1912171,fresh_oranges,24.00,31.25,1002.28,31.23,-0.97,3.02,4.76
1914540,fresh_oranges,24.01,31.31,1002.28,31.23,-0.97,3.02,4.82
1916909,fresh_oranges,24.00,31.32,1002.27,31.27,-0.93,2.88,4.83
1919278,fresh_oranges,24.00,31.27,1002.27,31.41,-0.79,2.45,4.78
1921647,fresh_oranges,24.01,31.25,1002.26,31.32,-0.88,2.74,4.75
1924016,fresh_oranges,24.01,31.20,1002.26,31.43,-0.77,2.38,4.71
1926385,fresh_oranges,24.01,31.15,1002.26,31.48,-0.72,2.23,4.66
1928754,fresh_oranges,24.01,31.12,1002.25,31.74,-0.46,1.43,4.62
1931123,fresh_oranges,24.01,30.96,1002.25,32.24,0.04,-0.13,4.47
1933492,fresh_oranges,24.01,30.81,1002.25,32.17,-0.03,0.10,4.31
1935861,fresh_oranges,24.01,30.76,1002.24,32.17,-0.03,0.10,4.27
1938230,fresh_oranges,24.01,30.72,1002.24,32.19,-0.01,0.02,4.22
1940599,fresh_oranges,24.01,30.72,1002.24,32.02,-0.18,0.54,4.22
1942968,fresh_oranges,24.01,30.75,1002.24,32.05,-0.15,0.47,4.25
1945337,fresh_oranges,24.01,30.82,1002.24,31.71,-0.49,1.51,4.33
1947706,fresh_oranges,24.01,30.97,1002.24,31.50,-0.70,2.16,4.48
1950075,fresh_oranges,24.01,31.13,1002.24,31.32,-0.88,2.74,4.64
1952444,fresh_oranges,24.01,31.25,1002.24,31.09,-1.11,3.45,4.76
1954813,fresh_oranges,24.00,31.39,1002.24,31.05,-1.15,3.58,4.90
1957182,fresh_oranges,24.00,31.49,1002.24,30.95,-1.24,3.86,5.00
1959551,fresh_oranges,24.00,31.59,1002.24,30.71,-1.49,4.63,5.10
1961920,fresh_oranges,24.00,31.67,1002.25,30.71,-1.49,4.63,5.17
1964289,fresh_oranges,24.00,31.74,1002.25,30.51,-1.69,5.24,5.24
1966658,fresh_oranges,23.99,31.82,1002.25,30.51,-1.69,5.24,5.33
1969027,fresh_oranges,23.99,31.88,1002.26,30.34,-1.86,5.78,5.39
1971396,fresh_oranges,23.99,31.88,1002.26,30.40,-1.80,5.58,5.39
1973765,fresh_oranges,23.98,31.87,1002.26,30.49,-1.71,5.31,5.37
1976134,fresh_oranges,23.98,31.83,1002.26,30.58,-1.62,5.04,5.34
1978503,fresh_oranges,23.97,31.76,1002.25,30.53,-1.67,5.17,5.26
1980872,fresh_oranges,23.97,31.67,1002.25,30.82,-1.38,4.28,5.18
1983241,fresh_oranges,23.97,31.65,1002.26,30.69,-1.51,4.69,5.16
1985610,fresh_oranges,23.96,31.70,1002.26,30.58,-1.62,5.04,5.21
1987979,fresh_oranges,23.96,31.74,1002.26,30.53,-1.67,5.17,5.25
1990348,fresh_oranges,23.96,31.74,1002.26,30.58,-1.62,5.04,5.25
1992717,fresh_oranges,23.95,31.74,1002.26,30.56,-1.64,5.10,5.25
1995086,fresh_oranges,23.94,31.79,1002.25,30.56,-1.64,5.10,5.30
1997455,fresh_oranges,23.94,31.88,1002.24,30.38,-1.82,5.64,5.39
1999824,fresh_oranges,23.94,31.99,1002.24,30.30,-1.90,5.91,5.50
2002193,fresh_oranges,23.93,32.11,1002.23,30.12,-2.08,6.45,5.62
2004562,fresh_oranges,23.93,32.21,1002.23,29.98,-2.22,6.90,5.72
2006931,fresh_oranges,23.92,32.26,1002.22,30.12,-2.08,6.45,5.76
2009300,fresh_oranges,23.92,32.18,1002.22,30.34,-1.86,5.78,5.69
2011669,fresh_oranges,23.92,32.13,1002.21,30.27,-1.93,5.98,5.64
2014038,fresh_oranges,23.91,32.14,1002.21,30.17,-2.03,6.31,5.65
2016407,fresh_oranges,23.90,32.17,1002.21,30.15,-2.05,6.38,5.67
2018776,fresh_oranges,23.90,32.17,1002.21,30.23,-1.97,6.11,5.67
2021145,fresh_oranges,23.89,32.17,1002.21,30.17,-2.03,6.31,5.68
2023514,fresh_oranges,23.89,32.15,1002.22,30.36,-1.84,5.71,5.66
2025883,fresh_oranges,23.89,32.09,1002.21,30.42,-1.77,5.51,5.60
2028252,fresh_oranges,23.88,32.12,1002.21,30.25,-1.95,6.05,5.63
2030621,fresh_oranges,23.88,32.15,1002.21,30.36,-1.84,5.71,5.66
2032990,fresh_oranges,23.88,32.08,1002.21,30.56,-1.64,5.10,5.58
2035359,fresh_oranges,23.88,31.85,1002.21,31.00,-1.20,3.72,5.36
2037728,fresh_oranges,23.88,31.61,1002.19,31.41,-0.79,2.45,5.12
2040097,fresh_oranges,23.88,31.41,1002.19,31.67,-0.53,1.65,4.92
2042466,fresh_oranges,23.88,31.13,1002.18,32.27,0.07,-0.21,4.64
2044835,fresh_oranges,23.89,30.87,1002.18,32.71,0.51,-1.59,4.37
2047204,fresh_oranges,23.90,30.63,1002.18,32.91,0.71,-2.22,4.14
2049573,fresh_oranges,23.90,30.49,1002.18,33.04,0.84,-2.61,4.00
2051942,fresh_oranges,23.91,30.41,1002.18,32.94,0.74,-2.29,3.92
2054311,fresh_oranges,23.91,30.45,1002.19,32.89,0.69,-2.14,3.96
2056680,fresh_oranges,23.91,30.59,1002.19,32.49,0.29,-0.89,4.10
2059049,fresh_oranges,23.92,30.71,1002.20,32.36,0.16,-0.51,4.21
2061418,fresh_oranges,23.93,30.82,1002.22,32.14,-0.06,0.17,4.32
2063787,fresh_oranges,23.93,30.90,1002.22,32.12,-0.08,0.25,4.41
2066156,fresh_oranges,23.93,31.04,1002.23,31.78,-0.41,1.29,4.55
2068525,fresh_oranges,23.93,31.21,1002.23,31.57,-0.63,1.95,4.72
2070894,fresh_oranges,23.93,31.41,1002.23,31.46,-0.74,2.31,4.92
2073263,fresh_oranges,23.93,31.53,1002.24,31.20,-1.00,3.09,5.04
2075632,fresh_oranges,23.92,31.64,1002.24,31.00,-1.20,3.72,5.15
2078001,fresh_oranges,23.92,31.70,1002.25,31.23,-0.97,3.02,5.20
2080370,fresh_oranges,23.92,31.55,1002.25,31.62,-0.58,1.80,5.06
2082739,fresh_oranges,23.92,31.28,1002.24,32.07,-0.13,0.40,4.79
2085108,fresh_oranges,23.92,31.03,1002.23,32.59,0.39,-1.20,4.54
2087477,fresh_oranges,23.92,30.84,1002.23,32.56,0.36,-1.12,4.35
2089846,fresh_oranges,23.92,30.81,1002.22,32.41,0.21,-0.66,4.31
2092215,fresh_oranges,23.92,30.92,1002.21,32.05,-0.15,0.47,4.43
2094584,fresh_oranges,23.92,31.08,1002.20,31.74,-0.46,1.43,4.59
2096953,fresh_oranges,23.93,31.25,1002.21,31.48,-0.72,2.23,4.76
2099322,fresh_oranges,23.93,31.42,1002.21,31.27,-0.93,2.88,4.93
2101691,fresh_oranges,23.93,31.47,1002.21,31.55,-0.65,2.02,4.98
2104060,fresh_oranges,23.93,31.39,1002.20,31.60,-0.60,1.87,4.90
2106429,fresh_oranges,23.93,31.33,1002.20,31.67,-0.53,1.65,4.84
2108798,fresh_oranges,23.93,31.34,1002.19,31.62,-0.58,1.80,4.85
2111167,fresh_oranges,23.93,31.38,1002.20,31.43,-0.77,2.38,4.89
2113536,fresh_oranges,23.93,31.42,1002.20,31.60,-0.60,1.87,4.93
2115905,fresh_oranges,23.94,31.41,1002.20,31.46,-0.74,2.31,4.92
2118274,fresh_oranges,23.93,31.43,1002.20,31.39,-0.81,2.52,4.94
2120643,fresh_oranges,23.93,31.48,1002.20,31.34,-0.86,2.67,4.98
2123012,fresh_oranges,23.93,31.50,1002.21,31.27,-0.93,2.88,5.01
2125381,fresh_oranges,23.93,31.50,1002.20,31.36,-0.84,2.59,5.00
2127750,fresh_oranges,23.93,31.49,1002.20,31.32,-0.88,2.74,5.00
2130119,fresh_oranges,23.93,31.51,1002.20,31.27,-0.93,2.88,5.02
2132488,fresh_oranges,23.93,31.55,1002.20,31.25,-0.95,2.95,5.06
2134857,fresh_oranges,23.93,31.56,1002.21,31.27,-0.93,2.88,5.07
2137226,fresh_oranges,23.92,31.59,1002.22,31.23,-0.97,3.02,5.10
2139595,fresh_oranges,23.92,31.54,1002.21,31.60,-0.60,1.87,5.05
2141964,fresh_oranges,23.93,31.37,1002.22,32.05,-0.15,0.47,4.88
2144333,fresh_oranges,23.93,31.16,1002.22,32.36,0.16,-0.51,4.67
2146702,fresh_oranges,23.93,30.95,1002.22,32.76,0.56,-1.74,4.46
2149071,fresh_oranges,23.94,30.78,1002.21,32.99,0.79,-2.45,4.29
2151440,fresh_oranges,23.94,30.69,1002.21,32.96,0.76,-2.37,4.20
2153809,fresh_oranges,23.94,30.75,1002.22,32.66,0.46,-1.43,4.25
2156178,fresh_oranges,23.95,30.91,1002.21,32.44,0.24,-0.74,4.41
2158547,fresh_oranges,23.95,31.04,1002.21,32.17,-0.03,0.10,4.55
2160916,fresh_oranges,23.97,31.04,1002.20,32.76,0.56,-1.74,4.55
2163285,old_oranges,24.00,30.81,1002.21,33.19,1.00,-3.09,4.31
2165654,old_oranges,24.03,30.57,1002.21,32.96,0.76,-2.37,4.08
2168023,old_oranges,24.06,30.77,1002.21,31.43,-0.77,2.38,4.28
2170392,old_oranges,24.09,31.08,1002.20,30.60,-1.60,4.97,4.59
2172761,old_oranges,24.12,31.06,1002.20,30.04,-2.16,6.71,4.57
2175130,old_oranges,24.16,31.09,1002.19,29.68,-2.52,7.81,4.59
2177499,old_oranges,24.19,31.44,1002.19,28.44,-3.76,11.68,4.95
2179868,old_oranges,24.23,32.27,1002.19,26.38,-5.82,18.07,5.77
2182237,old_oranges,24.27,33.18,1002.19,23.83,-8.37,25.99,6.69
2184606,old_oranges,24.31,33.92,1002.19,22.08,-10.12,31.44,7.42
2186975,old_oranges,24.35,34.99,1002.19,16.56,-15.64,48.58,8.50
2189344,old_oranges,24.38,36.82,1002.19,14.73,-17.47,54.26,10.33
2191713,old_oranges,24.41,37.79,1002.20,12.92,-19.28,59.88,11.30
2194082,old_oranges,24.44,38.71,1002.19,12.30,-19.90,61.80,12.21
2196451,old_oranges,24.46,38.71,1002.19,12.19,-20.01,62.15,12.22
2198820,old_oranges,24.49,38.59,1002.20,11.68,-20.52,63.73,12.10
2201189,old_oranges,24.51,38.95,1002.20,11.37,-20.83,64.70,12.46
2203558,old_oranges,24.52,38.99,1002.19,11.49,-20.71,64.32,12.50
2205927,old_oranges,24.54,38.36,1002.19,11.61,-20.58,63.93,11.87
2208296,old_oranges,24.56,37.51,1002.20,11.91,-20.28,63.00,11.02
2210665,old_oranges,24.58,36.62,1002.19,12.55,-19.65,61.01,10.13
2213034,old_oranges,24.59,35.45,1002.19,13.15,-19.05,59.16,8.96
2215403,old_oranges,24.61,34.62,1002.20,13.38,-18.82,58.45,8.12
2217772,old_oranges,24.62,34.20,1002.20,13.68,-18.52,57.51,7.71
2220141,old_oranges,24.63,34.00,1002.21,14.08,-18.12,56.28,7.50
2222510,old_oranges,24.64,33.57,1002.22,14.73,-17.47,54.26,7.07
2224879,old_oranges,24.65,33.10,1002.23,14.74,-17.46,54.23,6.61
2227248,old_oranges,24.66,33.35,1002.22,13.52,-18.68,58.02,6.85
2229617,old_oranges,24.67,34.43,1002.23,12.04,-20.16,62.60,7.94
2231986,old_oranges,24.68,35.39,1002.23,11.27,-20.93,65.00,8.90
2234355,old_oranges,24.69,36.36,1002.23,10.04,-22.16,68.82,9.87
2236724,old_oranges,24.70,38.25,1002.22,9.35,-22.85,70.98,11.76
2239093,old_oranges,24.70,39.05,1002.22,9.61,-22.59,70.17,12.56
2241462,old_oranges,24.71,38.21,1002.23,10.29,-21.91,68.04,11.72
2243831,old_oranges,24.72,37.04,1002.25,10.99,-21.21,65.86,10.55
2246200,old_oranges,24.73,35.89,1002.24,12.06,-20.14,62.53,9.40
2248569,old_oranges,24.73,34.90,1002.24,12.78,-19.42,60.31,8.41
2250938,old_oranges,24.74,34.06,1002.23,13.69,-18.51,57.49,7.57
2253307,old_oranges,24.75,33.19,1002.23,14.52,-17.68,54.91,6.70
2255676,old_oranges,24.75,32.40,1002.23,15.41,-16.79,52.14,5.90
2258045,old_oranges,24.76,31.72,1002.22,16.23,-15.97,49.59,5.23
2260414,old_oranges,24.76,31.37,1002.23,16.43,-15.77,48.97,4.88
2262783,old_oranges,24.77,31.32,1002.24,16.85,-15.35,47.68,4.83
2265152,old_oranges,24.78,31.07,1002.24,17.54,-14.66,45.53,4.58
2267521,old_oranges,24.78,30.79,1002.23,18.21,-13.99,43.44,4.30
2269890,old_oranges,24.79,30.54,1002.23,18.67,-13.52,42.00,4.05
2272259,old_oranges,24.79,30.56,1002.24,18.87,-13.33,41.39,4.07
2274628,old_oranges,24.80,30.63,1002.23,19.04,-13.16,40.87,4.13
2276997,old_oranges,24.80,30.90,1002.23,17.89,-14.31,44.43,4.40
2279366,old_oranges,24.80,32.31,1002.24,14.86,-17.34,53.84,5.82
2281735,old_oranges,24.81,34.26,1002.23,13.73,-18.47,57.35,7.77
2284104,old_oranges,24.81,35.34,1002.24,13.22,-18.98,58.93,8.85
2286473,old_oranges,24.82,35.86,1002.24,13.17,-19.03,59.11,9.37
2288842,old_oranges,24.82,35.56,1002.23,13.62,-18.58,57.70,9.07
2291211,old_oranges,24.82,34.93,1002.23,13.98,-18.22,56.60,8.44
2293580,old_oranges,24.83,34.51,1002.23,14.30,-17.90,55.60,8.02
2295949,old_oranges,24.83,34.32,1002.23,14.44,-17.76,55.15,7.83
2298318,old_oranges,24.83,34.26,1002.23,14.45,-17.75,55.12,7.77
2300687,old_oranges,24.83,34.40,1002.23,14.31,-17.89,55.55,7.91
2303056,old_oranges,24.84,34.37,1002.23,14.61,-17.59,54.63,7.88
2305425,old_oranges,24.84,33.96,1002.23,15.16,-17.04,52.92,7.46
2307794,old_oranges,24.84,33.42,1002.22,14.82,-17.38,53.97,6.93
2310163,old_oranges,24.84,34.04,1002.23,13.74,-18.46,57.32,7.55
2312532,old_oranges,24.85,34.47,1002.23,13.51,-18.69,58.05,7.98
2314901,old_oranges,24.85,34.80,1002.22,12.64,-19.56,60.76,8.31
2317270,old_oranges,24.85,35.65,1002.23,12.29,-19.91,61.84,9.16
2319639,old_oranges,24.86,36.00,1002.23,11.94,-20.26,62.91,9.51
2322008,old_oranges,24.86,36.61,1002.23,10.05,-22.15,68.79,10.12
2324377,old_oranges,24.86,38.50,1002.22,8.54,-23.66,73.47,12.01
2326746,old_oranges,24.86,40.81,1002.23,8.07,-24.13,74.95,14.32
2329115,old_oranges,24.86,42.62,1002.24,8.04,-24.16,75.02,16.13
2331484,old_oranges,24.86,43.88,1002.26,8.42,-23.78,73.86,17.39
2333853,old_oranges,24.86,43.40,1002.26,9.13,-23.07,71.65,16.91
